idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3816,34,not white,married,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,11.618352,40,16.044872,.16666667
3820,37,white,single,0,10,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,,4.6486878,40,14.903847,14.5
3821,35,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5.2257524,40,7.1346154,.83333331
3822,44,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,9.581316,11,6.3461537,1.25
3823,42,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,17.02898,50,9.5576925,9.333333
3828,35,white,single,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,32.158459,50,11.967949,3.6666667
3832,36,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,3.220612,15,11,2.5833333
3836,41,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Operatives,nonunion,5.1771307,20,13.50641,11.666667
3844,40,white,married,0,11,not college grad,0,SMSA,0,,,union,3.1723018,16,4.025641,0
3845,41,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.0257649,40,5.1153846,3.5833333
3848,36,white,married,0,11,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6.9645681,40,10.525641,5.5833335
3850,38,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8.8325243,40,14.826923,13.5
3852,37,white,married,0,12,not college grad,0,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,9.7584505,40,8.5576925,.41666666
3856,35,not white,single,1,15,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,7.4396124,50,12.743589,4.5833335
3858,36,not white,married,0,14,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,10.32206,45,15,1.4166666
3861,38,not white,single,1,16,college grad,0,SMSA,1,Finance/Ins/Real Estate,Professional/technical,,4.8274837,40,13.333334,1.25
3863,37,not white,single,1,17,college grad,0,SMSA,0,Public Administration,Sales,nonunion,12.777775,40,13.192308,1.4166666
3864,42,not white,married,0,16,college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,9.5974236,50,14.096153,8
3865,43,not white,married,0,13,not college grad,0,SMSA,0,Public Administration,Sales,union,7.7616749,40,21.217949,21.166666
3873,35,not white,married,0,18,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,25.805145,60,14.057693,6.75
3876,44,not white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.220612,15,8.8397436,8.75
3878,43,not white,married,0,16,college grad,0,SMSA,0,Public Administration,Professional/technical,union,9.7584505,40,18.442308,10
3880,44,white,single,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,,4.6486878,40,13.076922,1.75
3881,35,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.2270532,40,8.1474361,1.5833334
3882,41,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,9.001606,33,12.615385,9.75
3886,41,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,7.4396124,40,13.192307,4
3891,42,white,single,0,18,college grad,0,SMSA,0,Manufacturing,Sales,nonunion,10.668277,40,12.750001,2.6666667
3893,38,white,single,0,18,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,15.48309,50,14.826923,9.916667
3899,45,white,single,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,7.689208,38,9.5384617,1.75
3900,38,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Other,nonunion,3.4219003,40,4.5705128,.91666669
3903,38,white,married,0,12,not college grad,0,SMSA,1,Transport/Comm/Utility,Sales,union,10.064413,40,17.288462,17.25
3905,36,white,married,0,14,not college grad,0,SMSA,1,Manufacturing,Service,nonunion,4.3397741,60,9.75,1.5
3910,42,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,,5.0167227,36,13.333333,12.666667
3911,43,white,single,0,11,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,5.4267292,48,11.416666,1.75
3915,38,white,single,0,12,not college grad,0,SMSA,1,Manufacturing,Craftsmen,,5.8132024,50,12.320513,1
3918,38,white,married,0,16,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10.32206,42,8.4615383,1.9166666
3919,40,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,11.537839,40,16.326923,8.333333
3922,35,white,single,1,17,college grad,0,SMSA,1,Transport/Comm/Utility,Craftsmen,union,11.610305,40,14.211538,10.916667
3923,35,white,single,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5.8615127,40,7.8076925,5.25
3929,39,white,married,0,14,college grad,0,SMSA,0,Professional Services,Sales,nonunion,6.8840547,45,19.391026,19.333334
3930,38,white,single,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,,8.3612032,40,18.51923,3.0833333
3933,39,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,union,9.29146,25,7.1538467,3.5833333
3934,38,white,married,0,15,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,10.177135,40,15.22436,13.583333
3935,39,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,11.014487,45,9.166667,7.4166665
3937,44,white,married,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Laborers,union,21.384863,20,5.5,5.5
3941,43,not white,single,1,11,not college grad,0,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,7.4476643,40,7.8782048,6.8333335
3945,37,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,union,6.8438005,20,13.076922,9.916667
3946,37,white,married,0,10,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,6.7391267,40,13,12.416667
3952,41,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,10.668277,40,16.096155,4.75
3953,38,white,married,0,15,not college grad,1,SMSA,1,Public Administration,Sales,union,25.805145,30,17.115385,7
3955,35,white,married,0,16,college grad,0,SMSA,0,Manufacturing,Sales,nonunion,12.850242,40,15.75,12
3956,41,white,married,0,16,college grad,0,SMSA,1,Professional Services,Sales,nonunion,6.634459,35,13.115385,5.4166665
3962,36,white,married,0,14,not college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,,3.510896,55,10.653846,1.3333334
3963,34,white,married,0,14,not college grad,0,SMSA,1,Professional Services,Professional/technical,,4.8274837,40,12.538462,2.5
3964,37,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,union,5.1690807,15,7.5576921,1.4166666
3968,36,white,married,0,18,college grad,0,SMSA,0,Manufacturing,Sales,nonunion,10.539451,47,16.692307,1.1666666
3972,38,white,single,0,14,not college grad,0,SMSA,1,Business/Repair Svc,Sales,union,3.341383,40,3.7628202,1.0833334
3974,43,white,married,0,13,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,13.776157,45,17.147436,15.583333
3977,38,white,single,0,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,10.273749,38,10.782051,6.8333335
3978,35,white,married,0,14,not college grad,0,SMSA,0,Business/Repair Svc,Sales,nonunion,7.4315586,50,13.26923,4
3983,43,not white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Craftsmen,nonunion,20.494751,40,16.057692,3
3984,45,white,single,0,11,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,4.3447361,40,6.4679489,2.1666667
3985,40,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.2801929,40,13.173077,4.4166665
3988,45,white,single,0,12,not college grad,0,nonSMSA,0,Public Administration,Managers/admin,nonunion,10.217388,45,21.166666,21.166666
3990,45,white,married,0,11,not college grad,0,nonSMSA,0,Professional Services,Laborers,union,7.1578097,40,9.2948723,8.166667
3991,41,white,single,1,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Laborers,nonunion,3.7198057,35,19.679485,19.583334
3994,34,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,3.5024142,40,4.4230771,.16666667
3996,37,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Clerical/unskilled,,40.198082,40,8.5769234,2.4166667
3997,35,white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,nonunion,6.5458913,40,11.596154,6.1666665
3998,37,white,married,0,18,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,13.550715,40,14.564102,1.5
3999,35,white,married,0,16,college grad,0,SMSA,0,Transport/Comm/Utility,Managers/admin,nonunion,19.355871,40,11.544871,4.5
4001,43,white,married,0,14,not college grad,0,SMSA,1,Professional Services,Other,nonunion,6.5056314,20,11.461538,3.75
4003,35,white,married,0,11,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,7.8099809,50,13.967949,4.4166665
4007,43,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,9.7584505,40,8.8846159,3.8333333
4008,39,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6.9726219,40,20.04487,2.9166667
4009,39,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.6972613,40,11.288462,4.9166665
4011,40,white,single,0,13,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,12.399351,45,28.884615,23.083334
4013,45,white,married,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6.4009633,36,7.6217947,7.0833335
4014,35,white,married,0,12,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Managers/admin,nonunion,11.151368,50,11.846154,4.4166665
4015,37,white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Other,,2.9264214,20,10.903846,.83333331
4017,40,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,6.9726219,40,12.846153,3.6666667
4021,35,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,,4.8274837,40,14.788461,10
4023,35,white,single,0,12,not college grad,0,nonSMSA,0,Public Administration,Managers/admin,nonunion,6.0466976,40,13.442307,2.8333333
4024,42,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,5.5152969,30,11.673077,10.916667
4026,40,white,married,0,10,not college grad,0,nonSMSA,0,Ag/Forestry/Fisheries,Operatives,union,5.0241528,36,10.596154,1.4166666
4031,43,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4.7745543,40,18.75,1.5833334
4037,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,2.9849496,28,4.0576925,1.3333334
4038,43,white,married,0,10,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,5.9983873,40,6.5192308,.75
4040,38,white,single,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,,3.8619854,20,15.410256,.5
4041,41,white,single,0,14,not college grad,0,SMSA,1,Transport/Comm/Utility,Sales,nonunion,6.0305943,40,13.628205,2.9166667
4043,35,white,single,0,10,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,3.7189493,40,13.057693,1.25
4045,36,white,married,0,18,college grad,0,SMSA,1,Professional Services,Other,union,19.355871,32,14.083333,14.083333
4048,38,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.9114323,35,7.9935899,4.8333335
4050,38,white,married,0,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,9.6779356,48,16.673077,1.3333334
4051,43,white,single,0,12,not college grad,0,SMSA,1,Mining,Sales,nonunion,6.5056314,40,16.544872,8.583333
4053,41,white,married,0,12,not college grad,0,SMSA,1,Ag/Forestry/Fisheries,Managers/admin,nonunion,11.159413,50,18.705128,12.666667
4055,39,white,single,0,12,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,7.7455678,40,10.467949,6.75
4056,41,white,single,0,13,not college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,6.9726219,40,8.8653851,3.0833333
4057,37,white,single,0,15,not college grad,0,SMSA,1,Public Administration,Sales,union,10.909819,40,15.980769,12.5
4064,44,white,single,1,18,college grad,0,SMSA,1,Professional Services,Other,union,9.0338125,60,20.416666,20.416666
4068,36,white,single,0,16,college grad,0,SMSA,0,Manufacturing,Sales,nonunion,8.0515299,40,13.576923,7.4166665
4069,36,white,married,0,11,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,6.7632799,33,9.416667,9.416667
4070,35,white,married,0,14,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,4.0257649,2,7.7564106,1.6666666
4071,43,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,union,7.7455678,40,7.9615383,3.9166667
4075,40,white,married,0,14,not college grad,0,SMSA,1,Manufacturing,Clerical/unskilled,nonunion,8.9049911,40,16.647436,13.583333
4079,43,not white,single,0,15,not college grad,0,SMSA,0,Professional Services,Sales,union,8.8164225,25,14.198719,5.3333335
4083,39,white,married,0,13,not college grad,0,SMSA,1,Professional Services,Craftsmen,nonunion,8.8566837,40,16.711538,8.333333
4084,45,white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,union,6.4090171,40,8.1602564,5.0833335
4087,43,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,6.9147129,64,3.0833333,3.0833333
4091,36,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,union,8.9291439,40,9.2692308,1.3333334
4094,38,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,union,8.558774,20,4.0641022,1.4166666
4096,43,white,single,0,12,not college grad,0,SMSA,1,Professional Services,Sales,union,6.7874336,40,5.5,5.5
4099,37,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,,3.8619854,40,4.6538463,.75
4102,38,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,union,5.2334948,40,9.3653851,2.25
4107,37,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Professional/technical,nonunion,5.2334948,42,9.5192308,.16666667
4108,42,white,married,0,12,not college grad,0,nonSMSA,0,Public Administration,Professional/technical,nonunion,7.9388032,40,13.916666,10.25
4110,37,white,single,1,18,college grad,0,SMSA,0,Professional Services,Other,union,8.2608652,60,14.916667,14.916667
4116,39,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,5.6360707,30,8.1153851,3.8333333
4118,41,white,single,0,12,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Sales,union,9.6779356,40,22.198719,22.166666
4120,45,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,8.7761631,30,14.820513,1
4121,37,white,single,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,6.6585989,29,11.615384,.66666669
4124,39,not white,single,1,12,not college grad,0,SMSA,1,Personal Services,Operatives,,6.050869,38,16.134615,1
4125,42,white,single,0,16,college grad,0,SMSA,1,Manufacturing,Professional/technical,nonunion,12.391304,40,17.711538,15.333333
4126,40,white,married,0,12,not college grad,0,SMSA,0,Construction,Sales,,3.7625415,32,2.7884614,1.3333334
4127,41,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,8.2367105,40,18.192307,15.833333
4128,41,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.5056314,10,12.711538,11.833333
4129,42,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6.6425118,40,8.2692308,1
4130,44,white,single,0,18,college grad,0,SMSA,0,Manufacturing,Sales,,38.709259,40,12.903846,2.6666667
4131,42,not white,married,0,14,college grad,0,nonSMSA,0,Manufacturing,Operatives,union,1.8060199,40,2.4807692,.16666667
4132,40,white,single,1,14,not college grad,0,SMSA,0,Transport/Comm/Utility,Operatives,union,12.512074,52,17.512821,12.833333
4133,39,white,married,0,17,college grad,0,nonSMSA,0,Public Administration,Managers/admin,union,22.584532,40,12.903846,.5
4135,38,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,5.5394502,40,12.762821,9.916667
4136,41,not white,married,0,17,college grad,0,SMSA,0,Public Administration,Professional/technical,union,12.206116,40,15.596154,5.5
4142,42,not white,married,0,17,college grad,0,SMSA,1,Transport/Comm/Utility,Sales,union,10.466988,40,12.019231,5.25
4145,37,white,single,0,11,not college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,12.077295,40,12.333333,6.1666665
4147,35,white,single,0,12,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,11.030594,40,15.423077,3.4166667
4148,40,white,married,0,10,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,3.8083735,40,13.115385,11.5
4149,40,white,married,0,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4.8309178,30,7.4038467,2.75
4156,36,not white,married,0,13,not college grad,0,nonSMSA,0,Personal Services,Laborers,,6.2709026,12,5.6025639,.41666666
4157,36,white,married,0,12,not college grad,0,nonSMSA,0,Personal Services,Transport,nonunion,4.3896322,45,1.6025641,.33333334
4160,36,white,married,0,11,not college grad,0,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,6.3204498,50,11.961538,5.3333335
4163,38,white,single,1,12,not college grad,0,nonSMSA,0,Personal Services,Laborers,nonunion,3.220612,30,4.6923079,1.5
4167,35,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,5.8293061,30,9.4423075,4.6666665
4168,41,white,married,0,12,not college grad,0,nonSMSA,0,Business/Repair Svc,Professional/technical,,6.6889634,15,17.788462,.25
4169,36,white,married,0,11,not college grad,0,nonSMSA,0,Professional Services,Other,,5.0322061,40,8.1346159,2.6666667
4171,37,not white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,union,7.6811533,10,3.2692308,.66666669
4172,36,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5.3462152,40,18.211538,8.666667
4173,35,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,14.227051,37,16.865385,3.3333333
4176,39,not white,married,0,10,not college grad,0,nonSMSA,0,Professional Services,Laborers,union,5.0161028,20,7.4423075,3.5
4180,43,white,married,0,13,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,,2.7033908,50,16.102564,1.4166666
4182,35,white,married,0,14,not college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,2.3268917,16,5.8717952,.5
4184,40,white,married,0,12,not college grad,0,nonSMSA,0,Ag/Forestry/Fisheries,Professional/technical,nonunion,12.38325,40,17.717949,17.666666
4186,39,white,married,0,13,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,nonunion,8.1320438,40,20.070513,7.75
4189,44,white,married,0,10,not college grad,0,SMSA,0,Professional Services,Laborers,union,7.2785773,38,16.5,16.5
4191,41,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,union,3.486311,40,15.25,10.75
4192,39,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,5.6360707,20,4.3589745,2.6666667
4193,35,white,single,0,15,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,12.777775,40,13.647436,6.3333335
4195,36,white,married,0,17,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,6.5056314,50,10.717949,6.8333335
4196,35,white,single,0,18,college grad,1,SMSA,0,Professional Services,Other,union,9.790657,40,9.5769234,2.9166667
4198,39,white,married,0,10,not college grad,0,nonSMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4.1806021,4,4.2692308,1.4166666
4199,36,white,married,0,13,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,9.29146,40,7.6153846,5.75
4202,44,white,married,0,17,college grad,0,SMSA,1,Professional Services,Other,union,11.964567,44,18.326923,15.833333
4204,44,not white,single,0,7,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.6972613,40,21.102564,6.5
4206,43,white,single,0,17,college grad,0,SMSA,1,Business/Repair Svc,Craftsmen,,3.1772571,20,9.8589745,.66666669
4208,41,white,married,0,13,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Sales,nonunion,5.4186792,40,8.3653851,8.333333
4213,39,white,single,1,14,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,35.731617,45,16.012821,3.0833333
4214,35,white,married,0,17,college grad,0,SMSA,1,Professional Services,Other,union,11.272142,45,15.192307,8.666667
4215,36,white,married,0,16,college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,,3.8619854,50,7.8269229,.41666666
4221,38,white,married,0,13,not college grad,0,SMSA,1,Professional Services,Sales,union,6.2962961,40,10.217948,2.9166667
4222,36,white,single,1,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,1.9726238,40,18.057692,3.25
4223,37,white,married,0,12,not college grad,0,SMSA,1,Public Administration,Sales,union,6.1916251,40,5.0833335,5.0833335
4225,39,white,single,0,16,college grad,0,SMSA,1,Professional Services,Sales,nonunion,6.0466976,40,11.358975,3.0833333
4229,41,white,single,1,18,college grad,0,SMSA,0,Professional Services,Other,union,13.019322,40,18.833334,18.833334
4230,41,white,married,0,11,not college grad,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,4.2270532,24,2.2884614,2.1666667
4231,45,white,single,0,12,not college grad,0,SMSA,0,Personal Services,Transport,,3.3444817,16,2.8333335,.83333331
4233,42,white,married,0,14,not college grad,0,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,4.1867933,20,9.6153851,1.75
4237,38,white,married,0,9,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,3.9193144,32,10.294871,1.1666666
4239,35,white,married,0,13,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.0257649,16,2.8012822,.083333336
4240,41,white,single,0,12,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,6.3768106,40,12.096154,10.416667
4242,38,white,single,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,union,7.3107843,40,12.211538,3.75
4244,37,white,married,0,13,not college grad,0,SMSA,0,Public Administration,Managers/admin,union,9.6296282,40,13.980769,4.5
4245,42,white,single,1,15,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Sales,union,10.466988,40,18.846153,18.416666
4246,41,white,single,0,17,college grad,0,nonSMSA,0,Professional Services,Other,union,10.22544,40,3.8269231,1.75
4247,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,8.9452448,45,14.884615,.75
4248,36,white,single,0,16,college grad,0,SMSA,0,Entertainment/Rec Svc,Laborers,,2.7892132,10,11.826923,.16666667
4250,39,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,10.064413,40,14.192307,3.5
4251,35,white,married,0,13,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.0466976,40,7.5961537,2.0833333
4252,41,white,married,0,9,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5.0322061,40,13.75,13.75
4253,43,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,union,9.3639278,40,12.224359,3
4255,36,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,4.7342973,40,6.2692308,1.1666666
4256,41,white,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,union,6.5458913,40,6.6987181,5.5
4258,36,white,single,0,15,not college grad,1,SMSA,0,Professional Services,Professional/technical,union,11.070854,40,13.801282,3.75
4259,43,white,single,0,10,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,6.5780983,40,17.75,3.0833333
4260,38,white,married,0,11,not college grad,1,SMSA,0,Personal Services,Laborers,,6.0386477,40,7.3141031,1.5
4268,37,white,single,1,12,not college grad,1,SMSA,0,,,nonunion,4.1384859,35,.11538462,.083333336
4269,44,not white,married,0,9,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.7625415,40,14.980768,10
4270,41,not white,single,0,16,college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.0515299,25,17.198717,3.4166667
4278,41,not white,single,0,10,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.8486302,40,4.0320511,1
4279,35,white,married,0,8,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,union,4.0257649,40,9.3461542,3.5833333
4280,35,not white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.2592573,40,12.820513,3.5
4281,41,not white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.6231885,40,16.20513,3.4166667
4282,36,not white,married,0,13,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Professional/technical,nonunion,5.0322061,40,13.839744,3.4166667
4283,41,not white,married,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,6.4412241,40,18.762821,3.25
4287,40,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,union,10.22544,40,18.538462,17.916666
4291,44,not white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,4.8309178,40,18.166666,18.166666
4292,38,not white,married,0,11,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,5.152977,40,8.4551287,2
4293,39,not white,married,0,16,college grad,0,SMSA,1,Professional Services,Other,union,8.848629,35,12.801283,12.75
4294,36,not white,single,1,12,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,union,3.4541039,35,8.7243595,1.25
4296,38,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,2.6086955,54,8.083333,8.083333
4298,37,not white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4.2109499,40,7.5705128,1.75
4299,37,not white,single,1,12,not college grad,0,SMSA,1,Professional Services,Sales,union,5.8051524,40,14.519231,13.416667
4305,35,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.1916251,40,10.5,3.8333333
4306,37,not white,married,0,13,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,6.6425118,40,14.557693,7.6666665
4309,37,not white,married,0,10,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,4.0901756,25,10.47436,3.75
4310,39,not white,married,0,14,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,7.914649,40,11.99359,0
4311,38,not white,single,0,13,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,6.2721395,40,9.2948723,8.25
4316,34,white,married,0,16,college grad,0,SMSA,0,Professional Services,Sales,nonunion,3.7117529,20,9.5769234,.58333331
4318,41,white,single,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,union,3.4782605,35,10.589744,4.75
4319,36,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,,2.7591965,30,3.7371793,.25
4323,44,not white,single,0,11,not college grad,1,SMSA,1,Professional Services,Sales,,4.7423511,40,10.333333,0
4324,41,not white,single,0,10,not college grad,1,SMSA,1,Personal Services,Laborers,,1.5926099,,9.4615383,.91666669
4327,35,not white,single,0,12,not college grad,1,SMSA,0,Public Administration,Laborers,,3.3444817,20,7.5897436,.75
